cell_line,field,value,source_file,source_sheet,source_cell,source_sha256
TOV3121EP,adapter,Illumina TruSeq LT,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,T16,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3121EP,provider_run,4316,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,X16,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3121EP,capture_bed_files,SeqCap_EZ_Exome_v3.targets.bed;SeqCap_EZ_Exome_v3.probes.bed,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AC16,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3121EP,run_start_date,2017-08-11,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AD16,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3121EP,read_set_id,HI.4316.007.Index_9.TOV3121EP_P68,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AE16,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3121EP,provider_number_of_reads,"58,190,596",mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AH16,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3121EP,provider_number_of_cycles,208,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AI16,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,provider_name,TOV3133D_P66,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,A17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,provider_library_name,TOV3133D_P66,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,B17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,run_type,PAIRED_END,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,J17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,library_source,gDNA,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,O17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,capture_library_type,SeqCap Exome (Roche Nimblegen),mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,P17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,sequencing_type,Illumina HiSeq 4000 PE100,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,Q17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,adapter,Illumina TruSeq LT,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,T17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,provider_run,4316,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,X17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,capture_bed_files,SeqCap_EZ_Exome_v3.targets.bed;SeqCap_EZ_Exome_v3.probes.bed,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AC17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,run_start_date,2017-08-11,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AD17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,read_set_id,HI.4316.005.Index_7.TOV3133D_P66,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AE17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,provider_number_of_reads,"66,119,175",mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AH17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133D,provider_number_of_cycles,208,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AI17,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,provider_name,TOV3133G_P65,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,A18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,provider_library_name,TOV3133G_P65,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,B18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,run_type,PAIRED_END,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,J18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,library_source,gDNA,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,O18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,capture_library_type,SeqCap Exome (Roche Nimblegen),mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,P18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,sequencing_type,Illumina HiSeq 4000 PE100,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,Q18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,adapter,Illumina TruSeq LT,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,T18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,provider_run,4316,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,X18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,capture_bed_files,SeqCap_EZ_Exome_v3.targets.bed;SeqCap_EZ_Exome_v3.probes.bed,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AC18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,run_start_date,2017-08-11,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AD18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,read_set_id,HI.4316.005.Index_15.TOV3133G_P65,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AE18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,provider_number_of_reads,"60,289,362",mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AH18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3133G,provider_number_of_cycles,208,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AI18,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV3392D,provider_name,TOV3392D_P69,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,A6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,provider_library_name,TOV3392_P69,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,B6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,run_type,PAIRED_END,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,J6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,library_source,gDNA,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,O6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,capture_library_type,SeqCap Exome (Roche Nimblegen),mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,P6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,sequencing_type,Illumina HiSeq 4000 PE100,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,Q6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,adapter,Illumina TruSeq LT,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,T6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,provider_run,4706,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,X6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,capture_bed_files,SeqCap_EZ_Exome_v3.targets.bed;SeqCap_EZ_Exome_v3.probes.bed,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,AC6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,run_start_date,2018-05-25,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,AD6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,read_set_id,HI.4706.007.Index_3.TOV3392_P69,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,AE6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,provider_number_of_reads,"61,517,746",mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,AH6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV3392D,provider_number_of_cycles,218,mcgill_r004741_provenance/WES 2018 Mes-Masson.xlsx,HiSeqRead Tab,AI6,0db79e6f5115abace57df51634917e6677f055c21ac007ed15faaf761eae550f
TOV81D,provider_name,TPV81D_23-pool,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,A19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,provider_library_name,TPV81D_23-pool,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,B19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,run_type,PAIRED_END,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,J19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,library_source,gDNA,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,O19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,capture_library_type,SeqCap Exome (Roche Nimblegen),mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,P19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,sequencing_type,Illumina HiSeq 4000 PE100,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,Q19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,adapter,Illumina TruSeq LT,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,T19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,provider_run,4316,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,X19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,capture_bed_files,SeqCap_EZ_Exome_v3.targets.bed;SeqCap_EZ_Exome_v3.probes.bed,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AC19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,run_start_date,2017-08-11,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AD19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,read_set_id,HI.4316.007.Index_10.TPV81D_23-pool,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AE19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,provider_number_of_reads,"65,085,803",mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AH19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
TOV81D,provider_number_of_cycles,208,mcgill_r004741_provenance/WES 2017 Mes-Masson.xlsx,HiSeqRead Tab,AI19,2e13faeefabd2e5a82f4bedc1451621d275ad789820532c803d3ac85e7050804
