signature,cell_line,contribution,total_fitted,rel_contribution,reference_set,boot_mean,boot_median,boot_lo95,boot_hi95,boot_selected_frac,n_boots,signature_group,n_snv_used,cosmic_source,cosmic_genome,mutationalpatterns_version,fit_method,max_delta,n_boots_requested,bootstrap_input_sha256,subtype,is_hypermutator
SBS18,OV3133-R2,43.053235389786416,381.5311027772414,0.11284331756020224,restricted,34.163386724789234,36.56074979292887,0,71.12709171106042,0.825,200,other,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,OV3133-R2,36.24394813118905,381.5311027772414,0.09499605108826537,restricted,34.6844291939645,35.65998516205787,0,82.50563539914863,0.765,200,MMR-d / MSI,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS40,OV3133-R2,35.3860663804277,381.5311027772414,0.09274752732567654,restricted,40.4418565304739,0,0,157.38332373012503,0.49,200,clock-like (age),395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS1,OV3133-R2,24.400020975146038,381.5311027772414,0.06395290134286141,restricted,23.705110379433354,25.02605249643829,0,52.63194248214821,0.775,200,clock-like (age),395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS14,OV3133-R2,0,381.5311027772414,0,restricted,2.4851186299459354,0,0,24.646271280533274,0.115,200,MMR-d / MSI,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS20,OV3133-R2,0,381.5311027772414,0,restricted,5.242057668267871,0,0,30.04993716941106,0.23,200,MMR-d / MSI,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS21,OV3133-R2,0,381.5311027772414,0,restricted,0.520977229738032,0,0,12.147647860041294,0.03,200,MMR-d / MSI,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS26,OV3133-R2,0,381.5311027772414,0,restricted,0.07304598548039729,0,0,0,0.005,200,MMR-d / MSI,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS44,OV3133-R2,0,381.5311027772414,0,restricted,0.4235897512608936,0,0,0,0.015,200,MMR-d / MSI,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10a,OV3133-R2,0,381.5311027772414,0,restricted,0.3911813229682176,0,0,8.209946067763399,0.03,200,POLE proofreading,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10b,OV3133-R2,0,381.5311027772414,0,restricted,4.667341991256002,0,0,24.84029445418617,0.295,200,POLE proofreading,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10d,OV3133-R2,0,381.5311027772414,0,restricted,0.4556075985727156,0,0,0.26432818281320614,0.025,200,POLE proofreading,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS2,OV3133-R2,0,381.5311027772414,0,restricted,0.4091124188113299,0,0,9.351726606697852,0.04,200,other,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS13,OV3133-R2,0,381.5311027772414,0,restricted,1.7889402501204372,0,0,14.477061989173963,0.13,200,other,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS8,OV3133-R2,0,381.5311027772414,0,restricted,10.097944072091977,0,0,53.9840032002589,0.295,200,other,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,OV3133-R2,0,381.5311027772414,0,restricted,0.7308896841295607,0,0,11.878899496411398,0.06,200,other,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS3,OV3291,152.80257897224786,408.8619085503073,0.3737266196159887,restricted,142.59113139673292,140.93606337856409,45.214466541946635,234.86692266579232,0.98,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,OV3291,83.90517293966944,408.8619085503073,0.20521640970950356,restricted,79.16831860626027,82.88829230943293,0,167.4634944262281,0.855,200,clock-like (age),430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS40,OV3291,69.26368514900253,408.8619085503073,0.16940606033609062,restricted,53.87204675913181,32.45360499007106,0,184.4004482714457,0.545,200,clock-like (age),430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,OV3291,43.75739863096408,408.8619085503073,0.10702243891125425,restricted,36.79945679155989,39.478273180067376,0,85.00793383431022,0.735,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS18,OV3291,39.63648545348514,408.8619085503073,0.09694345358319967,restricted,30.643877888657755,34.75102898038524,0,65.52497286775912,0.755,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS1,OV3291,19.49658740493827,408.8619085503073,0.04768501784396324,restricted,20.342222910472067,21.4286877138157,0,51.504467766368464,0.71,200,clock-like (age),430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS14,OV3291,0,408.8619085503073,0,restricted,0.995640963112343,0,0,19.56410042751199,0.05,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS15,OV3291,0,408.8619085503073,0,restricted,3.341135469132977,0,0,30.22393834263993,0.125,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS20,OV3291,0,408.8619085503073,0,restricted,8.880086278247425,0,0,38.287173516686266,0.35,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS26,OV3291,0,408.8619085503073,0,restricted,4.359203228780791,0,0,34.75876639859121,0.17,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS44,OV3291,0,408.8619085503073,0,restricted,6.356125406145518,0,0,58.6414500066211,0.15,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10a,OV3291,0,408.8619085503073,0,restricted,0.0510960901789947,0,0,0,0.005,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10b,OV3291,0,408.8619085503073,0,restricted,1.2938954817302826,0,0,15.508426128595357,0.09,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10c,OV3291,0,408.8619085503073,0,restricted,0.4089702605314311,0,0,0,0.01,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10d,OV3291,0,408.8619085503073,0,restricted,0.563185305334074,0,0,12.243982922433494,0.03,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS2,OV3291,0,408.8619085503073,0,restricted,2.774658759818425,0,0,15.461494780458922,0.23,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS13,OV3291,0,408.8619085503073,0,restricted,0.6645662269245586,0,0,11.498006693403909,0.055,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS8,OV3291,0,408.8619085503073,0,restricted,15.75141336893252,0,0,71.09106395044333,0.415,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,OV3291,0,408.8619085503073,0,restricted,0.11936128916327078,0,0,0,0.01,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17b,OV3291,0,408.8619085503073,0,restricted,0.05534672387212645,0,0,0,0.005,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,OV3331,142.4820648173551,289.35290686708794,0.49241622059391704,restricted,124.67154053728828,123.58442338902262,55.91142037009772,190.53815179366353,0.99,200,clock-like (age),303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS3,OV3331,66.47485982775488,289.35290686708794,0.22973627791577572,restricted,55.72755956210348,55.991018967403335,0,118.3316069498759,0.83,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS1,OV3331,34.84467566438898,289.35290686708794,0.12042276001877049,restricted,31.786748682375404,31.633740816463117,14.25296255118622,50.40236321454751,0.995,200,clock-like (age),303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS15,OV3331,23.405130218187903,289.35290686708794,0.08088783510628035,restricted,20.77977130718684,21.44922735994819,0,52.45167062937467,0.71,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS18,OV3331,22.14617633940103,289.35290686708794,0.07653690636525629,restricted,17.007686857143888,17.798849983547193,0,40.69137005364836,0.66,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS40,OV3331,0,289.35290686708794,0,restricted,2.870166689873762,0,0,46.07479732982167,0.05,200,clock-like (age),303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,OV3331,0,289.35290686708794,0,restricted,9.219657118832147,0,0,50.51692056263955,0.305,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS21,OV3331,0,289.35290686708794,0,restricted,0.6710799985285724,0,0,14.327866837314076,0.045,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS26,OV3331,0,289.35290686708794,0,restricted,4.653921793722463,0,0,32.87221678327052,0.2,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10b,OV3331,0,289.35290686708794,0,restricted,2.5032207734495766,0,0,16.709133574146744,0.2,200,POLE proofreading,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS2,OV3331,0,289.35290686708794,0,restricted,2.146923542843164,0,0,12.088882810213438,0.225,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS13,OV3331,0,289.35290686708794,0,restricted,0.32253856250549984,0,0,8.698145457388774,0.035,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS8,OV3331,0,289.35290686708794,0,restricted,13.247064705814894,0,0,47.78974328365333,0.455,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,OV3331,0,289.35290686708794,0,restricted,4.781137105817157,0,0,17.201107730450587,0.39,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,OV90,195.73123805131726,541.7333836100987,0.3613054760387274,restricted,204.0759160895003,202.01377439373215,90.7455693783156,296.9079254392465,0.995,200,clock-like (age),583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS40,OV90,123.06111240427195,541.7333836100987,0.22716176652100625,restricted,65.73418818740821,45.32219025432754,0,217.19439871978656,0.53,200,clock-like (age),583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS3,OV90,114.12066031625902,541.7333836100987,0.21065834923401172,restricted,131.54811680766844,137.57895405634258,0,234.4244540326712,0.925,200,other,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,OV90,73.82266441356465,541.7333836100987,0.13627121135052103,restricted,67.92679782297081,71.59827215331143,0,125.43925745605844,0.9,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS1,OV90,34.99770842468577,541.7333836100987,0.06460319685573344,restricted,31.184308655065763,32.818911776436785,0,66.12284917643314,0.82,200,clock-like (age),583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS14,OV90,0,541.7333836100987,0,restricted,0.10273624768624608,0,0,0,0.005,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS15,OV90,0,541.7333836100987,0,restricted,6.552035697780024,0,0,59.86449952470442,0.14,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS20,OV90,0,541.7333836100987,0,restricted,0.5090042203280781,0,0,0,0.02,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS21,OV90,0,541.7333836100987,0,restricted,0.3890066702313841,0,0,0,0.02,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS26,OV90,0,541.7333836100987,0,restricted,2.230484668652381,0,0,34.798174249750616,0.07,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS44,OV90,0,541.7333836100987,0,restricted,0.8382023279568823,0,0,0,0.015,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10b,OV90,0,541.7333836100987,0,restricted,6.956005489910067,0,0,30.565485661893064,0.325,200,POLE proofreading,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS2,OV90,0,541.7333836100987,0,restricted,1.3859276060043826,0,0,14.984768604333988,0.095,200,other,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS8,OV90,0,541.7333836100987,0,restricted,8.296304092911706,0,0,64.03940725914337,0.19,200,other,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,OV90,0,541.7333836100987,0,restricted,0.7115436165555337,0,0,15.28014486529064,0.04,200,other,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS18,OV90,0,541.7333836100987,0,restricted,14.812999935943523,0,0,55.144327217249845,0.4,200,other,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,TOV112D,196.39367472387536,303.44151434740235,0.6472208496133107,restricted,148.02043195908192,146.19721817177697,72.92657348470524,211.49419661351163,1,200,clock-like (age),336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS18,TOV112D,54.93469323137707,303.44151434740235,0.1810388184672838,restricted,45.96464936948144,47.75753937770366,12.78161309204235,73.80792933487216,0.98,200,other,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS15,TOV112D,26.86325337015697,303.44151434740235,0.0885286030421069,restricted,19.050793376435166,19.92570731021627,0,49.27666186612139,0.6,200,MMR-d / MSI,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS1,TOV112D,25.24989302199294,303.44151434740235,0.08321172887729854,restricted,21.4691680654202,22.082265742935483,0,36.2645326311699,0.92,200,clock-like (age),336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS40,TOV112D,0,303.44151434740235,0,restricted,17.230307529411697,0,0,95.42618116461388,0.295,200,clock-like (age),336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS6,TOV112D,0,303.44151434740235,0,restricted,15.851886959752996,0,0,62.85451076833695,0.44,200,MMR-d / MSI,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS14,TOV112D,0,303.44151434740235,0,restricted,0.6410124851094307,0,0,13.29647904763675,0.045,200,MMR-d / MSI,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS20,TOV112D,0,303.44151434740235,0,restricted,0.317073527955838,0,0,0.2307549059659494,0.025,200,MMR-d / MSI,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS21,TOV112D,0,303.44151434740235,0,restricted,0.36244814688757054,0,0,0.2369065151299119,0.025,200,MMR-d / MSI,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS26,TOV112D,0,303.44151434740235,0,restricted,2.057543319528106,0,0,27.765119532246516,0.085,200,MMR-d / MSI,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS10b,TOV112D,0,303.44151434740235,0,restricted,3.244855556333927,0,0,19.770864264968065,0.23,200,POLE proofreading,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS2,TOV112D,0,303.44151434740235,0,restricted,2.2676577298656713,0,0,12.07606789913992,0.24,200,other,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS3,TOV112D,0,303.44151434740235,0,restricted,15.517402211244711,0,0,75.35024311318239,0.39,200,other,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS8,TOV112D,0,303.44151434740235,0,restricted,16.75807315404318,12.257905031842188,0,54.76053186997394,0.535,200,other,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS17a,TOV112D,0,303.44151434740235,0,restricted,6.210178197372601,0,0,21.174133404048728,0.45,200,other,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS17b,TOV112D,0,303.44151434740235,0,restricted,0.3884408582957603,0,0,8.239666879873845,0.045,200,other,336,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,EC,FALSE
SBS3,TOV1369,264.2528188292725,656.1760205311367,0.4027163604902463,restricted,273.17660736262894,272.00296645926267,156.54120258373106,393.26669099023275,1,200,other,686,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
