gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,subtype,n_group,evidence
ENSG00000225556,36.392572145289215,-6.022210407274214,2.196841127308799,-2.7413044723227733,0.0061195771090484,0.07129562011231418,C2CD4D,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000184005,95.23211112726398,-5.333272285445909,1.946087224107683,-2.7405104043531825,0.006134383976457715,0.07142566155832762,ST6GALNAC3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000157601,3591.1256764420395,-3.533888945023733,1.2899357267484008,-2.739585292308917,0.00615167508881572,0.07158445667484135,MX1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000257446,18.303671186975993,-5.106440493855965,1.8661521596531272,-2.736347337724663,0.006212541338122083,0.07224982792987557,ZNF878,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000172460,52.26206652798313,-7.33583100472705,2.6815930823203846,-2.7356242276622185,0.006226208023236821,0.0723443930471489,PRSS30P,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000178105,1159.2096944722882,-1.6029934331548048,0.5859908163617059,-2.7355265447800954,0.006228056290597071,0.0723443930471489,DDX10,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000115084,4651.347836761246,2.264684969662077,0.8287948100925729,2.7325038020075456,0.00628549460214382,0.0726241463582608,SLC35F5,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000115641,8103.508320083519,-3.2696126050669356,1.1961681338480474,-2.7334055410326483,0.006268310006210304,0.0726241463582608,FHL2,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000154162,187.27709126895363,-7.61501508333742,2.7854115275873514,-2.733892284108317,0.006259051646080492,0.0726241463582608,CDH12,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000156873,2799.776715770436,-1.141662945857201,0.417792289966812,-2.732608938158937,0.006283488822805591,0.0726241463582608,PHKG2,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000177570,417.4578729277345,-3.4039450122274246,1.2451918769443866,-2.7336710713054653,0.006263257816846047,0.0726241463582608,SAMD12,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000215478,16.372388635759204,6.15189428867099,2.2510212349187055,2.732934808983782,0.0062772755444045454,0.0726241463582608,CES5AP1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000224712,11.496247617964215,3.6551270571486096,1.3374561070565543,2.732894962207573,0.006278034993688795,0.0726241463582608,NPIPA3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000225663,6230.482394552807,-2.394608642926499,0.8762232480361372,-2.7328750387455374,0.0062784147507545214,0.0726241463582608,MCRIP1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000280839,16.372388635759204,6.15189428867099,2.2510212349187055,2.732934808983782,0.0062772755444045454,0.0726241463582608,CES5AP1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000115598,100.63906706994683,-6.187081531215835,2.2646573319820713,-2.732016647216461,0.006294796027593165,0.0726887583716651,IL1RL2,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000170442,391.78692131602577,-4.201100802205525,1.5380564737437692,-2.731434686516851,0.006305923856706533,0.07277437214135525,KRT86,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000158828,5238.80896444448,-1.7342164292850457,0.6350573979230454,-2.7308026565107326,0.006318029128304383,0.07287115879826526,PINK1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000251669,324.27562047035303,-1.9525275412570269,0.7152494459938448,-2.729855370309269,0.006336211670151722,0.07303788464017244,FAM86EP,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000184226,1632.507871650367,-5.36353847502003,1.9651713087050797,-2.7292981793807347,0.0063469285709289135,0.0731184081575091,PCDH9,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000092850,61.955680867393994,-4.28179974577904,1.5689705388732487,-2.7290504440280956,0.006351698700660541,0.07313036882382137,TEKT2,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000163832,1771.458280144368,-1.3985392380921586,0.5126856516139118,-2.727868887474457,0.006374493921686406,0.07334972571307506,ELP6,MMMT,2,"descriptive; model-level, source-confounded"
