pathway,pval,padj,log2err,ES,NES,size,leadingEdge,subtype,n_group,evidence,go_id,term
GO:0032897 negative regulation of viral transcription,0.8785473938162657,0.9632972776409505,0.00579475876631427,-0.24216697727750408,-0.6860407072301786,16,TRIM27,CC,7,"descriptive; model-level, source-confounded",GO:0032897,negative regulation of viral transcription
GO:0048791 calcium ion-regulated exocytosis of neurotransmitter,0.8788691046014423,0.9634762980135877,0.0058262454666763285,-0.24547929500148674,-0.683678109045103,15,UNC13C;SYT7;SYT1,CC,7,"descriptive; model-level, source-confounded",GO:0048791,calcium ion-regulated exocytosis of neurotransmitter
GO:0018342 protein prenylation,0.8798183600804995,0.9636483154988323,0.00896945057707384,0.24351975527173383,0.6746629669568575,11,PGGT1B;RABGGTB;PLPP6;FNTA,CC,7,"descriptive; model-level, source-confounded",GO:0018342,protein prenylation
GO:0035437 maintenance of protein localization in endoplasmic reticulum,0.8793377183034702,0.9636483154988323,0.005921770274976395,-0.2585654982284604,-0.6770198759171101,12,GPAA1;RER1;KDELR3;KDELR2;PDIA2;OS9,CC,7,"descriptive; model-level, source-confounded",GO:0035437,maintenance of protein localization in endoplasmic reticulum
GO:0060856 establishment of blood-brain barrier,0.8794362262713479,0.9636483154988323,0.005788196443113677,-0.24191351411466652,-0.6853226652847212,16,FOXP3;ADGRA2;CLDN3;TTPA;BPGM;MXRA8;LRP5,CC,7,"descriptive; model-level, source-confounded",GO:0060856,establishment of blood-brain barrier
GO:0071888 macrophage apoptotic process,0.8797151555807833,0.9636483154988323,0.00897024892382582,0.24360568684624098,0.6749010373793067,11,CCL5,CC,7,"descriptive; model-level, source-confounded",GO:0071888,macrophage apoptotic process
GO:0097354 prenylation,0.8798183600804995,0.9636483154988323,0.00896945057707384,0.24351975527173383,0.6746629669568575,11,PGGT1B;RABGGTB;PLPP6;FNTA,CC,7,"descriptive; model-level, source-confounded",GO:0097354,prenylation
GO:0001767 establishment of lymphocyte polarity,0.8840640402023,0.9644487423804449,0.005849359124887079,-0.25139154587355034,-0.6735590253365764,13,RIPOR2;SCRIB,CC,7,"descriptive; model-level, source-confounded",GO:0001767,establishment of lymphocyte polarity
GO:0002920 regulation of humoral immune response,0.881666862032587,0.9644487423804449,0.005249269906760155,-0.20982719471701777,-0.7174237871642299,35,A2M;KLK7;CFH;GATA6;ZP3;C1QBP,CC,7,"descriptive; model-level, source-confounded",GO:0002920,regulation of humoral immune response
GO:0003382 epithelial cell morphogenesis,0.8824580940100809,0.9644487423804449,0.005243358041577296,-0.20955894517885332,-0.7165066105330762,35,AR;NOTCH4;ARHGEF26;CLDN3;RILPL2,CC,7,"descriptive; model-level, source-confounded",GO:0003382,epithelial cell morphogenesis
GO:0007215 glutamate receptor signaling pathway,0.8813318868396895,0.9644487423804449,0.004905877174755907,-0.19801085286819636,-0.7437957696766593,55,GRM4;HOMER2;FYN;CX3CL1;NRXN1;PLCB1;CAPN1;ADRB2;GRM1,CC,7,"descriptive; model-level, source-confounded",GO:0007215,glutamate receptor signaling pathway
GO:0007249 canonical NF-kappaB signal transduction,0.8835874084339734,0.9644487423804449,0.020610343319100433,0.15649033232703877,0.8853733911954189,299,LRRC19;TRIM22;UNC5CL;TNFSF14;ZNF675;TLR6;S100A12;CAPN3;EDA;LITAF;ALPK1;PPM1B;TLR3;NKIRAS1;TRIM52;SIRPA;NOD1;RBCK1;STAT3;BIRC3;CTH;NLRC3;IFIT5;ZDHHC17;TNFRSF10B;NFKB2;GBP7;TAB3;HACD3;F2R;MAS1;ZC3HAV1;CD36;C18orf32;NLRP12;MIER1;TMEM9B;TNF;REL;BIRC2;EDAR;ECM1;TMED4;HTR2B;NDFIP1;TLR8;AZI2;LILRB4;PIDD1;EP300;BCL3;ADIPOQ;GPRC5B;TBK1;ATP2C1;ECT2;TANK;IRAK4;CASP8;CCR7;UFL1;WNT5A;VEGFA;IRAK1BP1,CC,7,"descriptive; model-level, source-confounded",GO:0007249,canonical NF-kappaB signal transduction
GO:0010447 response to acidic pH,0.8830800771828268,0.9644487423804449,0.005425401968872649,-0.21947136526203764,-0.7025351308282984,26,SST;RAB11B;SERPINF1;KCNK9,CC,7,"descriptive; model-level, source-confounded",GO:0010447,response to acidic pH
GO:0010761 fibroblast migration,0.8838582677165354,0.9644487423804449,0.00495948149634969,-0.19907384538465694,-0.7340825000561858,50,TNS1;AKT1;ITGB1BP1;MTA2;GNA12;ARHGAP4;PIP5K1A;AKAP12;RCC2;TMEM201;ILK;AQP1,CC,7,"descriptive; model-level, source-confounded",GO:0010761,fibroblast migration
GO:0010826 negative regulation of centrosome duplication,0.8816902328315318,0.9644487423804449,0.0059550150509061804,-0.26357554760488305,-0.6723210591381976,11,RBM14;CCNF;NUBP1,CC,7,"descriptive; model-level, source-confounded",GO:0010826,negative regulation of centrosome duplication
GO:0030210 heparin proteoglycan biosynthetic process,0.884514164817586,0.9644487423804449,0.008933248221370106,0.2418700157585597,0.6700924213211572,11,XYLT2;CSGALNACT1;GLCE;SLC10A7;NDST2;NDST4;EXT1;EXT2;NDST1;NDST3;ANGPT1,CC,7,"descriptive; model-level, source-confounded",GO:0030210,heparin proteoglycan biosynthetic process
GO:0032816 positive regulation of natural killer cell activation,0.8844549586005105,0.9644487423804449,0.005623687041184864,-0.23010987097091828,-0.682228235442019,19,TOX,CC,7,"descriptive; model-level, source-confounded",GO:0032816,positive regulation of natural killer cell activation
GO:0034086 maintenance of sister chromatid cohesion,0.8832582704208923,0.9644487423804449,0.005892956042424041,-0.2569916521281184,-0.6728989661326782,12,NSMCE2;DSCC1;NAA10,CC,7,"descriptive; model-level, source-confounded",GO:0034086,maintenance of sister chromatid cohesion
GO:0034088 maintenance of mitotic sister chromatid cohesion,0.8832582704208923,0.9644487423804449,0.005892956042424041,-0.2569916521281184,-0.6728989661326782,12,NSMCE2;DSCC1;NAA10,CC,7,"descriptive; model-level, source-confounded",GO:0034088,maintenance of mitotic sister chromatid cohesion
GO:0034727 piecemeal microautophagy of the nucleus,0.8827735440775237,0.9644487423804449,0.005684670971671065,-0.2341214315021402,-0.6842808678743165,18,ATG4B;ATG4A;ATG9A,CC,7,"descriptive; model-level, source-confounded",GO:0034727,piecemeal microautophagy of the nucleus
GO:0035933 glucocorticoid secretion,0.882183908045977,0.9644487423804449,0.009035708255269465,0.23797969690329981,0.6772400516010613,12,KCNQ1;PTPN11;GHRL;GALR1;CRH,CC,7,"descriptive; model-level, source-confounded",GO:0035933,glucocorticoid secretion
GO:0044060 regulation of endocrine process,0.8827932345005657,0.9644487423804449,0.005174455982087977,-0.20595341127233727,-0.7211231293094318,39,FOXL2;POMC;GAL;KCNK9;REN;KISS1;CRHR1;INHBA;RAB8B,CC,7,"descriptive; model-level, source-confounded",GO:0044060,regulation of endocrine process
GO:0045956 positive regulation of calcium ion-dependent exocytosis,0.8825788838803885,0.9644487423804449,0.005765040519857426,-0.24086260623287664,-0.6823455228412627,16,SYT7;SYT1;ZP3;SCAMP5;HYAL3,CC,7,"descriptive; model-level, source-confounded",GO:0045956,positive regulation of calcium ion-dependent exocytosis
GO:0046606 negative regulation of centrosome cycle,0.8816902328315318,0.9644487423804449,0.0059550150509061804,-0.26357554760488305,-0.6723210591381976,11,RBM14;CCNF;NUBP1,CC,7,"descriptive; model-level, source-confounded",GO:0046606,negative regulation of centrosome cycle
GO:0050691 regulation of defense response to virus by host,0.882628568143272,0.9644487423804449,0.005114913824711752,-0.20447360103832735,-0.7243485422880503,41,PYCARD;PQBP1;MICB,CC,7,"descriptive; model-level, source-confounded",GO:0050691,regulation of defense response to virus by host
GO:0070884 regulation of calcineurin-NFAT signaling cascade,0.8809169656137895,0.9644487423804449,0.005223461772897025,-0.20793050685293823,-0.7194583837638479,37,IGF1;HOMER2;PTBP1;LMCD1;CAMTA1;GSK3B,CC,7,"descriptive; model-level, source-confounded",GO:0070884,regulation of calcineurin-NFAT signaling cascade
"GO:1900152 negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.8842627093931245,0.9644487423804449,0.0058855924520897504,-0.25659900715348083,-0.6718708767169211,12,YBX1;HNRNPD;PAIP1;TENT4A;SYNCRIP;HNRNPU;PABPC1;IGF2BP1,CC,7,"descriptive; model-level, source-confounded",GO:1900152,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GO:1902992 negative regulation of amyloid precursor protein catabolic process,0.8819025088713192,0.9644487423804449,0.0056425058203622555,-0.23105415638031312,-0.6850278466272625,19,IGF1;PIN1;SPON1;RTN3;NTRK2;CLU;APOE;RTN2,CC,7,"descriptive; model-level, source-confounded",GO:1902992,negative regulation of amyloid precursor protein catabolic process
GO:1990504 dense core granule exocytosis,0.8842951106502932,0.9644487423804449,0.005885355042227203,-0.2565658854686792,-0.6717841519253763,12,UNC13C;CADPS;SYT4;STXBP1;UNC13B,CC,7,"descriptive; model-level, source-confounded",GO:1990504,dense core granule exocytosis
GO:2000318 positive regulation of T-helper 17 type immune response,0.8842248167254955,0.9644487423804449,0.009284482991533298,0.218036157384647,0.6946671348118245,17,NFKBIZ;IL12B;EP300,CC,7,"descriptive; model-level, source-confounded",GO:2000318,positive regulation of T-helper 17 type immune response
GO:2000672 negative regulation of motor neuron apoptotic process,0.8822453711262777,0.9644487423804449,0.005950940789173424,-0.26324894488377365,-0.6714879701458042,11,ZPR1,CC,7,"descriptive; model-level, source-confounded",GO:2000672,negative regulation of motor neuron apoptotic process
GO:2000766 negative regulation of cytoplasmic translation,0.8823858034834046,0.9644487423804449,0.005990825562980697,-0.2694387729020051,-0.6685353943370814,10,ALKBH3,CC,7,"descriptive; model-level, source-confounded",GO:2000766,negative regulation of cytoplasmic translation
GO:0061099 negative regulation of protein tyrosine kinase activity,0.8855675675675676,0.9654242342019324,0.009242367077835446,0.2204864433618008,0.6892921349088665,16,MVP;SOCS4;LILRB4;SRCIN1;VPS25,CC,7,"descriptive; model-level, source-confounded",GO:0061099,negative regulation of protein tyrosine kinase activity
GO:0001881 receptor recycling,0.8862445105539029,0.9658394480594399,0.004991395530341861,-0.20072923023227818,-0.7281673932096956,46,PEX5;SNCA;RAB11B;LAMTOR1;SCRIB;PEX6;PLEKHJ1;OPTN;ANXA2;TBC1D16;PTPN1;RAMP3;PEX10;EHD3;LDLR;ARAP1,CC,7,"descriptive; model-level, source-confounded",GO:0001881,receptor recycling
GO:0048703 embryonic viscerocranium morphogenesis,0.8862660944206009,0.9658394480594399,0.008852558342373279,0.24659170682501064,0.6627526985805321,10,RDH10;CHST11;NIPBL;HOXA2,CC,7,"descriptive; model-level, source-confounded",GO:0048703,embryonic viscerocranium morphogenesis
GO:0071216 cellular response to biotic stimulus,0.8869373304519748,0.9662246339087169,0.0035104365982083522,-0.1760945377052424,-0.8108790734750506,228,PYCARD;PLSCR4;MMP3;CDK4;EFNB2;CSF3;PPARD;AKT1;IRAK1;RBM14;ANKRD1;CX3CL1;HCK;NFKBIL1;IRF8;HADHB;IL24;SPON2;HMGB1;CSF2;PABPN1;CD86;NLRP7;RELA;HSF1;FBH1;CD14;MAP2K7;TNIP2;MMP9;CARD8;MIF;NR1H3;TNFSF4;HDAC5;TLR9;GSK3B;NFKBIA;MAPK14;CACTIN;PRPF8;MAPK3;MEF2C;GFI1;PLSCR3;CAPN2;CXCL9;WFS1;CARD16;NFKB1;MUS81;TNIP3;CCL28;GSTP1;SERPINE1;TXNIP;RARA;ASS1;FZD5;TICAM1;PDCD4;NOS2;PF4V1;TNIP1;IRF3;NFKBIB;NLRP3;PTGS2;DAB2IP;PPM1E;FCGR2B;ABL1,CC,7,"descriptive; model-level, source-confounded",GO:0071216,cellular response to biotic stimulus
GO:0086004 regulation of cardiac muscle cell contraction,0.8868809404702351,0.9662246339087169,0.010253252088238568,0.19251120635865454,0.7400718318041112,34,DLG1;DSG2;BIN1,CC,7,"descriptive; model-level, source-confounded",GO:0086004,regulation of cardiac muscle cell contraction
GO:0030193 regulation of blood coagulation,0.8871351995235259,0.9662670872832816,0.004678718620797729,-0.1922150480276665,-0.7508849789324511,68,SERPINB2;FGG;F7;ADAMTS18;PRKG1;APOH;CD9;EMILIN2,CC,7,"descriptive; model-level, source-confounded",GO:0030193,regulation of blood coagulation
GO:0032609 type II interferon production,0.8877752467729688,0.9663049981943045,0.0042086479597916605,-0.1835404405604282,-0.7756662944279193,111,PYCARD;TRIM27;UFC1;HLA-DPB1;LGALS9;IRF8;FADD;HLA-DRB1;HMGB1;TLR7;SCGB1A1;FOXP3;SCRIB;GAS6;IL1R1;PGLYRP2;CD14;ZP3;C1QBP;TNFSF4;TLR9;INHBA,CC,7,"descriptive; model-level, source-confounded",GO:0032609,type II interferon production
GO:0032649 regulation of type II interferon production,0.8877752467729688,0.9663049981943045,0.0042086479597916605,-0.1835404405604282,-0.7756662944279193,111,PYCARD;TRIM27;UFC1;HLA-DPB1;LGALS9;IRF8;FADD;HLA-DRB1;HMGB1;TLR7;SCGB1A1;FOXP3;SCRIB;GAS6;IL1R1;PGLYRP2;CD14;ZP3;C1QBP;TNFSF4;TLR9;INHBA,CC,7,"descriptive; model-level, source-confounded",GO:0032649,regulation of type II interferon production
GO:0046831 regulation of RNA export from nucleus,0.887421022400919,0.9663049981943045,0.005763405965755305,-0.24232309299372562,-0.6748878515188321,15,DDX39A;ALKBH5;NSUN2;NUP153;CPSF6;NCBP2;AKAP8L,CC,7,"descriptive; model-level, source-confounded",GO:0046831,regulation of RNA export from nucleus
GO:2000810 regulation of bicellular tight junction assembly,0.8878056281716131,0.9663049981943045,0.005520534800208372,-0.224119907143627,-0.6882661645018742,22,CLDN3;CLDN5;MYO1C;GPBAR1;PRKACA,CC,7,"descriptive; model-level, source-confounded",GO:2000810,regulation of bicellular tight junction assembly
GO:0072182 regulation of nephron tubule epithelial cell differentiation,0.8880536564818715,0.9664019837269614,0.005857868322344729,-0.2551555810882039,-0.6680914547046856,12,LHX1;PROM1;GATA3;STAT1;YAP1,CC,7,"descriptive; model-level, source-confounded",GO:0072182,regulation of nephron tubule epithelial cell differentiation
GO:0061952 midbody abscission,0.8882424611635699,0.9664344974656769,0.005454296457083517,-0.220296058503775,-0.6917783558216307,24,IST1;AURKB;CHMP1A;KIF20A;CHMP4B;CHMP1B;CHMP3;CHMP6;CHMP4A;VPS4A;ZFYVE19;CEP55,CC,7,"descriptive; model-level, source-confounded",GO:0061952,midbody abscission
GO:0001990 regulation of systemic arterial blood pressure by hormone,0.8897971184945604,0.9664503596024915,0.0052108037036936875,-0.20816864207283706,-0.7069375664469353,34,RASL10B;TACR1;ACE;REN;HSD11B2;NOX1;EDN3;SERPINF2;OXTR;EDN2;AGTR1;CPA3;SUCNR1;RHOA,CC,7,"descriptive; model-level, source-confounded",GO:0001990,regulation of systemic arterial blood pressure by hormone
GO:0002204 somatic recombination of immunoglobulin genes involved in immune response,0.8934091163624146,0.9664503596024915,0.0048582231648322165,-0.19630394977491172,-0.7294849195672835,52,BATF;PCYT1A;UNG;HMCES;RNF8;FOXP3;BCL6;NSD2;SHLD1;TNFSF4;EXOSC3;EXOSC6;EXO1;PTPRC;ERCC1;RNF168,CC,7,"descriptive; model-level, source-confounded",GO:0002204,somatic recombination of immunoglobulin genes involved in immune response
GO:0002208 somatic diversification of immunoglobulins involved in immune response,0.8934091163624146,0.9664503596024915,0.0048582231648322165,-0.19630394977491172,-0.7294849195672835,52,BATF;PCYT1A;UNG;HMCES;RNF8;FOXP3;BCL6;NSD2;SHLD1;TNFSF4;EXOSC3;EXOSC6;EXO1;PTPRC;ERCC1;RNF168,CC,7,"descriptive; model-level, source-confounded",GO:0002208,somatic diversification of immunoglobulins involved in immune response
GO:0002709 regulation of T cell mediated immunity,0.8912919454385146,0.9664503596024915,0.004351050658696012,-0.1853059444119563,-0.7638039615160105,94,HLA-DRB3;NECTIN2;HLA-B;FADD;HLA-C;HLA-DRB1;HMGB1;FOXP3;SECTM1;TRAF2;CD7;HLA-DRA;IL1R1;RAET1L;ZP3;PDCD1;TNFSF4;IL4I1;RAET1E;DUSP22;HLA-G;TAP2;AGER;HLA-A;PTPRC;IL7R,CC,7,"descriptive; model-level, source-confounded",GO:0002709,regulation of T cell mediated immunity
GO:0003044 regulation of systemic arterial blood pressure mediated by a chemical signal,0.8935725938009788,0.9664503596024915,0.010505707735333823,0.18677733449251838,0.745485769453441,40,PCSK5;SLC2A5;SOD2;F2R;NOS3,CC,7,"descriptive; model-level, source-confounded",GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal
GO:0003334 keratinocyte development,0.894932079414838,0.9664503596024915,0.008938008500415455,0.2340290616970651,0.6659973765924678,12,EXPH5;ABCA12;FOSL2;PLEC;FLNB,CC,7,"descriptive; model-level, source-confounded",GO:0003334,keratinocyte development
GO:0006586 indolalkylamine metabolic process,0.8925048789493116,0.9664503596024915,0.009021183554779646,0.2298694716813191,0.6720700957843998,13,ACMSD,CC,7,"descriptive; model-level, source-confounded",GO:0006586,indolalkylamine metabolic process
GO:0007029 endoplasmic reticulum organization,0.8947150044084851,0.9664503596024915,0.004324343813661973,-0.1847173898855935,-0.7613780259626172,94,NOMO1;TRDN;CASQ1;UBL4A;BAG6;SGTA;PEX5;BNIP1;EMC6;SPTSSB;ATL3;EMC8;SMPD4;RETREG2;SEC61A1,CC,7,"descriptive; model-level, source-confounded",GO:0007029,endoplasmic reticulum organization
GO:0007176 regulation of epidermal growth factor-activated receptor activity,0.8946146948678728,0.9664503596024915,0.009005090026504329,0.22926924767578385,0.6703152189756542,13,FBXW7;ADAM17;SOCS4,CC,7,"descriptive; model-level, source-confounded",GO:0007176,regulation of epidermal growth factor-activated receptor activity
GO:0009651 response to salt stress,0.8927882997276871,0.9664503596024915,0.005450258555713044,-0.22005024222023575,-0.6835893619218985,23,TH;FBP1;SLC25A23;XRCC5;AQP1;XRCC6;EPO;AKR1B1;TP53;PAPPA2,CC,7,"descriptive; model-level, source-confounded",GO:0009651,response to salt stress
GO:0010875 positive regulation of cholesterol efflux,0.8885672937771346,0.9664503596024915,0.005384807003253052,-0.21801410318196363,-0.6978703865011576,26,APOA1;CES1;NR1H3;NFKBIA;ABCG4;GPS2;ABCG1;ABCA8;APOE;PTCH1;NR1H2;LRP1,CC,7,"descriptive; model-level, source-confounded",GO:0010875,positive regulation of cholesterol efflux
GO:0010921 regulation of phosphatase activity,0.8908010319041243,0.9664503596024915,0.005888441980846488,-0.25981664140582517,-0.6627329474187442,11,MEF2C;PLEK,CC,7,"descriptive; model-level, source-confounded",GO:0010921,regulation of phosphatase activity
GO:0010934 macrophage cytokine production,0.8904867960547248,0.9664503596024915,0.0103494592404871,0.18855220170434925,0.7410166129558364,37,LAPTM5;LITAF;TLR3;NOD1;CD36;SEMA7A;GPRC5B;WNT5A;RIPK2;IRAK3;PANX1;RTN4,CC,7,"descriptive; model-level, source-confounded",GO:0010934,macrophage cytokine production
GO:0010935 regulation of macrophage cytokine production,0.8904867960547248,0.9664503596024915,0.0103494592404871,0.18855220170434925,0.7410166129558364,37,LAPTM5;LITAF;TLR3;NOD1;CD36;SEMA7A;GPRC5B;WNT5A;RIPK2;IRAK3;PANX1;RTN4,CC,7,"descriptive; model-level, source-confounded",GO:0010935,regulation of macrophage cytokine production
GO:0018230 peptidyl-L-cysteine S-palmitoylation,0.8922394536983853,0.9664503596024915,0.005728233247879383,-0.24048866655312018,-0.6697788373346099,15,CLIP3,CC,7,"descriptive; model-level, source-confounded",GO:0018230,peptidyl-L-cysteine S-palmitoylation
GO:0018231 peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine,0.8922394536983853,0.9664503596024915,0.005728233247879383,-0.24048866655312018,-0.6697788373346099,15,CLIP3,CC,7,"descriptive; model-level, source-confounded",GO:0018231,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine
GO:0018345 protein palmitoylation,0.8896875371272425,0.9664503596024915,0.009866544339395556,0.20098792640274177,0.7184096590853363,26,ZDHHC17;HHATL;HHAT;ZDHHC6;ZDHHC15;ZDHHC7;ZDHHC21;ZDHHC23,CC,7,"descriptive; model-level, source-confounded",GO:0018345,protein palmitoylation
GO:0019079 viral genome replication,0.8941474804790479,0.9664503596024915,0.004100967700263619,-0.1816859158379277,-0.7749588932992767,119,DDB1;NUCKS1;NR5A2;ILF3;BANF1;PPIH;PPIE;GRK2;CTBP1;PPIA;GAS6;TMEM39A;HMGA2;VCP;INPP5K;TRIM28;PCBP1;DDX56;NFIA;PPIB;ADAR,CC,7,"descriptive; model-level, source-confounded",GO:0019079,viral genome replication
GO:0019885 antigen processing and presentation of endogenous peptide antigen via MHC class I,0.8925111487005998,0.9664503596024915,0.005485996099484534,-0.22244559877386302,-0.6831244088473336,22,HLA-B;HLA-C;RAET1L;RAET1E;HLA-G;TAP2;HLA-A,CC,7,"descriptive; model-level, source-confounded",GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I
GO:0030449 regulation of complement activation,0.8939451534075482,0.9664503596024915,0.009209323244069766,0.21549211518221506,0.6865617704135424,17,CD46;C3;CD55;MASP1;SERPING1,CC,7,"descriptive; model-level, source-confounded",GO:0030449,regulation of complement activation
GO:0032722 positive regulation of chemokine production,0.891975728551604,0.9664503596024915,0.0046762331043703476,-0.19170062406637942,-0.7433436833985403,65,POSTN;PYCARD;ADCYAP1;LPL;LGALS9;HMGB1;TLR7,CC,7,"descriptive; model-level, source-confounded",GO:0032722,positive regulation of chemokine production
GO:0034498 early endosome to Golgi transport,0.8909697696270615,0.9664503596024915,0.00583661396621225,-0.25397514354658135,-0.6650006336808726,12,STX5;SNX8;RUFY1,CC,7,"descriptive; model-level, source-confounded",GO:0034498,early endosome to Golgi transport
GO:0034975 protein folding in endoplasmic reticulum,0.8945766035399143,0.9664503596024915,0.00885646703231917,0.2380589522395698,0.659534003101191,11,ERO1A;DNAJC10;CANX;ERO1B;HSP90B1;HSPA5;DNAJC3;PDIA3,CC,7,"descriptive; model-level, source-confounded",GO:0034975,protein folding in endoplasmic reticulum
GO:0035020 regulation of Rac protein signal transduction,0.8932628162750166,0.9664503596024915,0.005328478435428561,-0.21560758883059422,-0.6953963544611439,27,AUTS2;KRAS;TEK;GABARAP;KBTBD7;PIK3CG;RASGRF1;LRP4;CRKL;KBTBD6;ARHGAP17;TNS3;PIK3CB;CADM4,CC,7,"descriptive; model-level, source-confounded",GO:0035020,regulation of Rac protein signal transduction
GO:0035329 hippo signaling,0.8939936190872521,0.9664503596024915,0.00479214826650002,-0.19460361167854467,-0.7334560530713037,56,YWHAE;TEAD2;SOX11;TEAD3;DCHS1;VCP;AJUBA;SIKE1;MAPK14;TEAD4;PPP2R1A;CIT;STRN4;LATS2;PPP2CA;FRMD6;WTIP;MAP4K4;AMOT;WWC3;FRMD1;YAP1;AMOTL2,CC,7,"descriptive; model-level, source-confounded",GO:0035329,hippo signaling
GO:0042771 intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0.8934693299334183,0.9664503596024915,0.0049372009765322085,-0.19888693893221232,-0.7214842785883248,46,PYCARD;BAG6;TP63;TMEM109,CC,7,"descriptive; model-level, source-confounded",GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0043331 response to dsRNA,0.8923735878345359,0.9664503596024915,0.005042028310365834,-0.2019832113371428,-0.7155263268987685,41,FLOT1;PQBP1,CC,7,"descriptive; model-level, source-confounded",GO:0043331,response to dsRNA
GO:0045190 isotype switching,0.8934091163624146,0.9664503596024915,0.0048582231648322165,-0.19630394977491172,-0.7294849195672835,52,BATF;PCYT1A;UNG;HMCES;RNF8;FOXP3;BCL6;NSD2;SHLD1;TNFSF4;EXOSC3;EXOSC6;EXO1;PTPRC;ERCC1;RNF168,CC,7,"descriptive; model-level, source-confounded",GO:0045190,isotype switching
GO:0046474 glycerophospholipid biosynthetic process,0.8895404752410218,0.9664503596024915,0.0036413305273266584,-0.17716901831572926,-0.8027137969019064,195,PI4KB;ITPKA;GPAA1;AGPAT1;SYNJ2;DGKZ;PCYT1A;FABP5;APOA2;DGKB;SLC44A4;UVRAG;PIK3C2G;APOA1;DGKI;DGKG;DPM3;PCYT1B;AJUBA;PTDSS1;INPP5K;IP6K1;PCYT2;CHPT1;ETNK2;ACP6;ITPKB;EFR3B;PGAP1;PIP5K1A;MTMR1;CWH43;LIPH;PIP5K1B;MBOAT7;PLSCR3;CAPN2;FABP3;PI4KAP2;INPP1;PIP5K1C;VAC14;PIK3CG;PTPMT1,CC,7,"descriptive; model-level, source-confounded",GO:0046474,glycerophospholipid biosynthetic process
GO:0048149 behavioral response to ethanol,0.8913235150050616,0.9664503596024915,0.005884642859562999,-0.2595821380805907,-0.6621347829629526,11,CRHR1;DRD2;HDAC2;DBH;DRD4;CHRFAM7A,CC,7,"descriptive; model-level, source-confounded",GO:0048149,behavioral response to ethanol
GO:0048245 eosinophil chemotaxis,0.8912613809415806,0.9664503596024915,0.005834491938586697,-0.25381373535705043,-0.664578007486748,12,CX3CL1;DAPK2;CCL24,CC,7,"descriptive; model-level, source-confounded",GO:0048245,eosinophil chemotaxis
GO:0051497 negative regulation of stress fiber assembly,0.8939380305348091,0.9664503596024915,0.005311475724117534,-0.21409321546028257,-0.6960338251588968,28,PAK2;ARHGAP28;PFN1;INPP5K;ARHGEF18,CC,7,"descriptive; model-level, source-confounded",GO:0051497,negative regulation of stress fiber assembly
GO:0051642 centrosome localization,0.8901189738139521,0.9664503596024915,0.005235044304755812,-0.20986156994333624,-0.708087016125368,33,AURKA;PAFAH1B1;NDE1;TBCCD1;SPOUT1;PARD3B;TMEM201;MAD2L1;NUBP1;PLXNA2;GPSM2;EZR,CC,7,"descriptive; model-level, source-confounded",GO:0051642,centrosome localization
GO:0061326 renal tubule development,0.8927618754488561,0.9664503596024915,0.004262783234485136,-0.18369496523678747,-0.7667820003475907,102,EYA1;WT1;SIX2;PBX1;MAGED1;CTNNBIP1;WNT6;WNT11;BMP4;DCHS1;SIX1;LHX1;WNT4;PROM1;IRX1;MEF2C;GZF1;LZTS2;DLL1;ILK;CITED1;AQP1;PRICKLE1;FOXD1;SIX4,CC,7,"descriptive; model-level, source-confounded",GO:0061326,renal tubule development
GO:0061842 microtubule organizing center localization,0.8901189738139521,0.9664503596024915,0.005235044304755812,-0.20986156994333624,-0.708087016125368,33,AURKA;PAFAH1B1;NDE1;TBCCD1;SPOUT1;PARD3B;TMEM201;MAD2L1;NUBP1;PLXNA2;GPSM2;EZR,CC,7,"descriptive; model-level, source-confounded",GO:0061842,microtubule organizing center localization
GO:0072665 protein localization to vacuole,0.89313782372488,0.9664503596024915,0.004453414349491585,-0.18686131494088185,-0.754917644523478,83,VPS37C;AKT1;MON1A;SH3BP4;RAB7A;RNF128;HSPA8;SORT1;LAMTOR1;RRAGA;VPS28;VPS37B;MON1B;CACNG4;LHCGR;M6PR;VPS53;SQSTM1;CACNG7;LAMTOR4;RRAGC;MVB12A;KPTN;GLMP,CC,7,"descriptive; model-level, source-confounded",GO:0072665,protein localization to vacuole
GO:0090659 walking behavior,0.8918434036009483,0.9664503596024915,0.010388107839086228,0.1876269685292012,0.7416570868459431,38,CTNS;RNF170;NPC1;GLRA1;SPTBN4;GLRB,CC,7,"descriptive; model-level, source-confounded",GO:0090659,walking behavior
GO:0098528 skeletal muscle fiber differentiation,0.8913270637408568,0.9664503596024915,0.008965460586200671,0.2350886118481447,0.6690126329707572,12,B4GALNT2;CYP26B1,CC,7,"descriptive; model-level, source-confounded",GO:0098528,skeletal muscle fiber differentiation
