"cell_line","substrate","reference","dictionary","opportunity_model","n_snv","n_reference_signatures","n_selected","sbs3_count","total_fitted","sbs3_fraction","reconstruction_cosine","nnls_without_sbs3_delta_sse_per_n_squared","nnls_with_sbs3_cosine","nnls_without_sbs3_cosine","n_boots","seed","cache_sha256","boot_fraction_lo95","boot_fraction_hi95","boot_fraction_median","boot_selected_fraction","boot_count_lo95","boot_count_hi95","patient_id","subtype","patient_representative","interpretation"
"TOV2929D","baseline","genome_restricted","restricted","genome",883,22,5,247.200248384458,849.365966213317,0.291040915480211,0.949258017736291,0.000114993869545916,0.951153065716668,0.947371062771724,200,224182886,"74eab45def79dc5f72a307611f7ddd12f6985ac908800d1cf63585a63ccf8c7c",0.045244926935264,0.502072709214841,0.294010107182419,0.975,37.7366683035998,423.97330120716,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare","target_restricted","restricted","target",754,22,5,0,718.170779737767,0,0.943202952861634,1.09026371915069e-09,0.945585901193736,0.945585864906043,0,34080640,"db241f8f9b57f1581cac6c71486bf579d62192404a7f7b41b12a4e51c6154dff",,,,,,,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare_read_supported","genome_restricted","restricted","genome",290,22,5,111.325015928798,290.862314025757,0.382741285345548,0.927076690363794,0.000235093429961098,0.929009440548479,0.921621073266689,200,231026381,"c13f822b3d14b9de5f7d823c9af3a66a0fd9c87b92065dc0006cf8212b8045b7",0.060373492002763,0.504826115805655,0.314184907071814,0.975,17.5344920069835,145.641308879427,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare","target_full","full","target",754,60,6,0,735.292271695873,0,0.9540341923364,0,0.962727573947717,0.962727573947717,0,34080640,"453a592130d10ce85a53c38f8ed5c02772e46ce744509f5bdc30b6a26bc41d4a",,,,,,,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare_read_supported","genome_full","full","genome",290,60,7,0,293.3069112326,0,0.945472623378299,0,0.952048692322292,0.952048692322292,200,231026381,"6dc8eec33b8656f1b723a322f46a6b06dc9f6d65d0ed6571f5933b22d3ae8e70",0,0.292208078836163,0,0.095,0,84.9087466923375,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","baseline","target_restricted","restricted","target",883,22,5,0,853.768049661051,0,0.953680444510006,0,0.957905526657039,0.957905526657039,200,224182886,"0ec7fc7ed9b7f7c68ce4dd8324b1b5289f1bd701402102daa68b039b6f82b267",0,0.199716088002169,0,0.235,0,172.036602372296,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare","genome_restricted","restricted","genome",754,22,5,231.988067824065,717.743691047836,0.323218539873733,0.935642432753217,0.000159951048158798,0.939437258245651,0.934063328062994,0,34080640,"cbb5b0d81898f8651ce0fbfdc37ab593034eee46a8b05b7957ad8ed6305be9e9",,,,,,,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","baseline","target_full","full","target",883,60,8,0,880.633794279911,0,0.965041377542489,0,0.971401110712016,0.971401110712016,200,224182886,"0959ac5697c2a546f2288232d387b6859e97686850af78d4f7530b7ee8ea7ca7",0,0,0,0.005,0,0,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare","genome_full","full","genome",754,60,9,0,726.476933018408,0,0.95870220029253,0,0.964237942755576,0.964237942755576,0,34080640,"0be6ba6ac4456fcb3743a64b9ef6df6789e2dc0161725a2898023d2f4d7af96e",,,,,,,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare_read_supported","target_full","full","target",290,60,9,0,295.509599556192,0,0.938191402773359,0,0.94671766691359,0.94671766691359,200,231026381,"d00f95f50c34882e8b2f4d9e4f57ea5d191638a713473eb9c386af9cd237d98f",0,0.113659298124997,0,0.06,0,33.0924160316929,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2929D","rare_read_supported","target_restricted","restricted","target",290,22,2,0,284.911641061174,0,0.909312531300948,2.72418343457113e-05,0.917970888056947,0.917107493251075,200,231026381,"b2791e8c037775c75c557a2cc02229da5b3b2e642dbbc8a335ae067d9d113e57",0,0.32961641970018,0.0688160404296511,0.54,0,94.0603077917046,"TOV2929D","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare","target_restricted","restricted","target",243,22,8,12.349704275411,247.984247212522,0.0498003579430078,0.916965649194215,3.43407699887378e-06,0.91827737442639,0.918176535451162,0,217315555,"a7e5232b22a797b636c1be6d6a50a5abfa6ecf4efa31ca811eff9d1411f079d8",,,,,,,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare_read_supported","target_restricted","restricted","target",181,22,6,21.0680761646345,185.062836620384,0.113842825222932,0.892516904740416,2.47460457374005e-05,0.895410101054704,0.894729089445663,200,85930765,"928003a5daa0b58d497453e6192556731d4d2cb7f94d22ac445f5aa91a483a09",0,0.307209326473679,0.0874929999886305,0.585,0,56.5245028250318,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","baseline","genome_full","full","genome",316,60,12,0,320.484862038909,0,0.947777958228011,2.84626957122296e-19,0.955962205341665,0.955962205341665,200,82281720,"8a9adaa2e10a272084eb4e9ef74548512e5818d07c9c29d53d30ce4c40d6757a",0,0,0,0.02,0,0,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare","target_full","full","target",243,60,10,0,247.767811640035,0,0.95143029056475,0,0.957346664614491,0.957346664614491,0,217315555,"d6c439b13e620b2cd773da9a34deb6f4b532ef59c657f342ea11361831967502",,,,,,,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","baseline","genome_restricted","restricted","genome",316,22,6,114.775317935646,314.680478400116,0.364736060270348,0.901240710582808,0.000175016577564152,0.906384016096398,0.901636436665702,200,82281720,"036c4f828ccc8d3e7f0016db4a1a807ff33d1f47e8eee8d5d92051c5de7c62a2",0.0717611820093892,0.477897596318714,0.288342738564719,0.995,22.7731330922564,149.093307916146,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare_read_supported","genome_full","full","genome",181,60,8,0,185.279394405911,0,0.934731102119319,0,0.94780852900817,0.94780852900817,200,85930765,"04bb734e9db6891a0497964daaf750527bdd0f7d717a980e424a38a7912762cd",0,0.0455449436552486,0,0.03,0,8.29323336976742,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare_read_supported","genome_restricted","restricted","genome",181,22,6,73.7237532606803,183.16247933784,0.402504669772994,0.882782306251445,0.00023972096535308,0.887961657416885,0.881286634865761,200,85930765,"704afa0fe21d7c864ce92297eebfd58e53c55de551abbd386259232fb7275b1c",0.0585284574965933,0.535117418445255,0.325224243770097,0.975,9.76533361713007,98.0107805583376,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","baseline","target_full","full","target",316,60,12,0,318.9019650155,0,0.959456415884069,0,0.968111156969946,0.968111156969946,200,82281720,"c207fed0ad76895c2d0a1faf96f5e0a3cc4aad5e436021fafe0767ab0fb6b24c",0,0.144505225165897,0,0.085,0,46.8079775251673,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","baseline","target_restricted","restricted","target",316,22,3,0,327.053500509256,0,0.937772582141596,6.27757949967573e-06,0.942733661940677,0.942570354030864,200,82281720,"0e03a9534ea6d8ea33e6cc59bfc8899ee3a120fd1395869b62a835fed828fca5",0,0.258773565795156,0,0.42,0,87.4441519251146,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare","genome_full","full","genome",243,60,12,0,241.913912879083,0,0.943096001600522,0,0.95083262294139,0.95083262294139,0,217315555,"6b7c2a7d2f81d2ce3323a6386039c3962f6e8c3d7c584c6175219f2c97398876",,,,,,,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare","genome_restricted","restricted","genome",243,22,9,89.0946954790059,242.144613623988,0.367940026191769,0.894266909583813,0.000200866794738538,0.895253505405363,0.889183271696178,0,217315555,"a0dad04f63a45475a8cf9c945f4ee364d3c23f56a1249186674622331f16e768",,,,,,,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121D","rare_read_supported","target_full","full","target",181,60,9,0,187.378033489354,0,0.94287264178495,0,0.950389517737842,0.950389517737842,200,85930765,"6f70d89446d003722a497fcfcd61182cf28566e96b4e35fb69c7d4ff0f288b78",0,0.00140766823177347,0,0.025,0,0.261745955930264,"3121","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare_read_supported","genome_restricted","restricted","genome",165,22,8,66.280618178033,166.751805305554,0.397480663292258,0.859297932107601,0.000244750550227579,0.861378672127517,0.8546255380629,200,60064323,"7936079cba248b0897132d5823078343455ae1654456d88fa0904d86c11e0275",0,0.635454463060634,0.366322290674747,0.97,0,108.571929471965,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare","target_restricted","restricted","target",318,22,5,0,319.909199095749,0,0.89211068896239,0,0.897400487526375,0.897400487526375,0,226279480,"5e224618a76a5dec0427773d4fee4a4dd07a6d9ffbbb3cd62edcb6963d849fd1",,,,,,,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","baseline","genome_restricted","restricted","genome",400,22,6,143.727359131658,386.328412882511,0.372034140743793,0.893582681545396,0.000201628554641591,0.898958250794975,0.892928885950822,200,225403782,"4f1528f2f936f27da2f2b63b6108a83e51db8508f4a79d3132ca0539ec5df5fc",0.135932345788902,0.572088000339786,0.342597600666163,0.99,52.3095931287473,222.35970278372,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare_read_supported","target_restricted","restricted","target",165,22,7,20.1084571100277,167.408779031985,0.120115905666965,0.860967723286931,2.07342652556895e-05,0.862731101834969,0.862161952122693,200,60064323,"19d5be01966d1f9a1cde7b7643dbe2eb8b853145cd79ea046855fdefe63d312f",0,0.363668283299999,0.0795802532455048,0.565,0,60.442462509425,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare","genome_restricted","restricted","genome",318,22,8,127.12148261877,310.053158435178,0.409998992625475,0.870302110347624,0.000232107588995671,0.872848591745631,0.865667225355121,0,226279480,"e23fc0f9376b3d388b777bb9f015e5b03d765438ceba5130afa77838234fd44c",,,,,,,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","baseline","target_restricted","restricted","target",400,22,5,0,402.964769130608,0,0.928138012831366,6.00015090586936e-08,0.93201824009615,0.932016515297726,200,225403782,"3ad83c1713ac63fed34b0ce09ef353709e6cd7cf62933fea4d3be772ec475b8c",0,0.233296098697022,0,0.36,0,93.749902256877,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare_read_supported","genome_full","full","genome",165,60,12,0,169.903590536052,0,0.900589248485879,-1.04395626925267e-18,0.905850471535454,0.905850471535454,200,60064323,"139a066bac586c94822c3497c246603cc7d9990e9875a8d8c1c69c1b6718dd82",0,0.00265260159366132,0,0.025,0,0.460204585621292,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare_read_supported","target_full","full","target",165,60,10,0,166.831151963094,0,0.891294321697022,0,0.900812446597234,0.900812446597234,200,60064323,"0ba72f7ef36c1897c53bb4db1a4518d7281d51659a7e18329fad2d18ac665522",0,0.00148500637511978,0,0.025,0,0.248452151418285,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare","genome_full","full","genome",318,60,13,0,319.151171213878,0,0.936840663242211,0,0.941329440653955,0.941329440653955,0,226279480,"135347ad204f671e7318ed013cfc1d8bfc30bd4d54c28025a19e43e0b71e3914",,,,,,,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","rare","target_full","full","target",318,60,12,0,317.447662154929,0,0.936181441816964,0,0.939156681910645,0.939156681910645,0,226279480,"c956eab948cdd00881665a0a56eb3af5a4f1164611adfb43c0b95ed02f93b792",,,,,,,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","baseline","genome_full","full","genome",400,60,9,0,403.582463731051,0,0.943299394256392,0,0.955067793562138,0.955067793562138,200,225403782,"431f001b66b0f2db5051144697551a5d0660f3c8fc9261e5e852263517ce7a75",0,0.0545214602988893,0,0.03,0,21.7983494257832,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3121EP","baseline","target_full","full","target",400,60,7,0,398.32699356016,0,0.952676622390692,0,0.960780156133385,0.960780156133385,200,225403782,"d24230cc34384d015e36a8f04687a500db31e539a9157de530759480cd5b6112",0,0.095882711419943,0,0.035,0,39.7314274455099,"3121","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","baseline","genome_restricted","restricted","genome",411,22,4,156.469860617783,389.372301382359,0.401851544299067,0.860123010757045,0.000143766804554119,0.868759096965274,0.864345692687781,200,210629905,"e599619ba7c294538a09897bfebc5a0c355d0d92f331102be037d2d6cc415cad",0,0.495835749289707,0.316584037915957,0.96,0,196.533965397812,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare_read_supported","target_restricted","restricted","target",165,22,2,0,172.779411189617,0,0.851709867688523,5.69563895434474e-05,0.854205174763158,0.852683468528133,200,228142690,"68c92c061bc2f1be0ff1fc40bb59e1370a2628fa9c1715376005ff3de3deaf57",0,0.505045221451284,0.0941534764666357,0.55,0,88.2515832656548,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","baseline","target_restricted","restricted","target",411,22,6,40.1524306725814,420.389701811875,0.0955124031333899,0.920990767955672,6.66234542347306e-06,0.924079654342754,0.923887843686426,200,210629905,"6009b975d5ffaf054d719e723a90f5ab21cd23585c875a2440324fdd0a860f15",0,0.302332402443137,0.0459245029681383,0.51,0,125.756096214242,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare_read_supported","genome_full","full","genome",165,60,11,20.9166351939609,167.458841176342,0.12490612646683,0.880240389494126,8.32285457998925e-06,0.886010122610922,0.885795907704557,200,228142690,"25c8979a35e756e5449e222a308ad5bf94ba78bef01639657dc32c2045330841",0,0.358682611067561,0,0.305,0,60.1618437068353,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare_read_supported","target_full","full","target",165,60,11,0,170.287335606622,0,0.903444422156483,2.09387652854848e-07,0.90776894983857,0.907763690385737,200,228142690,"95252d317946013a33e4805c82246c8effb1938239b7be3569a8bfcb73ee5070",0,0.302766352221886,0,0.27,0,52.226502211168,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare","genome_full","full","genome",319,60,9,0,312.983190759316,0,0.928988931102995,0,0.9352087358169,0.9352087358169,0,64835297,"5cbc99c6a7acd106c75b1d5617b7e3a619e8f49bba2e4256c0182b8545e7db13",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare","genome_restricted","restricted","genome",319,22,5,121.619794150112,307.501252658393,0.395509914508288,0.845548384703925,0.000215897856922607,0.850273520706882,0.843673164021733,0,64835297,"3f45e9ade86c84fbc8fc14a060f4b90a7a4bbf2f4ccd58182ca45178c87dbc77",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare","target_full","full","target",319,60,10,0,317.866435246263,0,0.943370413127657,0,0.949932638519597,0.949932638519597,0,64835297,"23ea8919c480f56191ad30d891115810bad2539ddd05b054bf6c7345ea3c2160",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","baseline","genome_full","full","genome",411,60,9,0,416.40079453363,0,0.939654101664957,0,0.946241002064393,0.946241002064393,200,210629905,"5d15ea3cc9309f4b21f05afaa711856bf30feb8164f0f539bc4931807bef149d",0,0.188779155531203,0,0.065,0,78.1674669616762,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare","target_restricted","restricted","target",319,22,5,41.2357325591144,327.618334565825,0.125865155299571,0.900041741455259,1.82340311211844e-05,0.902782512208763,0.902259376677473,0,64835297,"7db7be6114f6ec9a0b961f7f6b5a6e0798db441a372ed687a7acbf6b5f8f414b",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","baseline","target_full","full","target",411,60,7,0,419.08171453836,0,0.953309212285651,0,0.964172918609466,0.964172918609466,200,210629905,"29f69d7c85dc70a377267bc12e03c6bb31e5363bd60d6630a664fc5d38a04144",0,0.257837558329852,0,0.215,0,109.288916736509,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133D","rare_read_supported","genome_restricted","restricted","genome",165,22,4,43.9937196061017,167.308033536711,0.262950431465376,0.811865675680347,0.000256771539610027,0.81533444130874,0.808121707908204,200,228142690,"213976ee11319314d4442bd89a6cc62327c24a500f719bb4c0582f1a0ecf0298",0,0.57031009622702,0.309266967574054,0.94,0,95.9807616293908,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","baseline","genome_restricted","restricted","genome",430,22,4,162.07640761029,415.40811926055,0.390161867560016,0.905586384188277,0.000123845902446096,0.914982996773736,0.911019479856289,200,244381563,"9660b6f9e524b0d45b3eba7c84769c8b699092cb34d1aa30fdb1cb7ce6250688",0,0.502343748578364,0.241949517600689,0.945,0,212.286313840998,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare","target_restricted","restricted","target",334,22,3,0,338.005096853339,0,0.919690094670337,5.07113146721125e-06,0.923585645634507,0.923422900025685,0,210908450,"31c11ee6d8445b5d2be94746ddbd99c9e228cd0dee14282210806dfca8b0666d",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare_read_supported","genome_full","full","genome",180,60,10,55.9517661916454,178.881320867626,0.31278708095548,0.920221534033592,5.01390481309223e-05,0.930827941399084,0.929405660954324,200,40629180,"e6e3fb0a381fe82fba617af309c7c672e9b570f449134e3dea42db040744a44f",0,0.440584920333969,0.0223702918618647,0.5,0,79.4879212310855,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare_read_supported","genome_restricted","restricted","genome",180,22,4,44.2650921906689,183.097802107242,0.241756545852705,0.876506086020356,0.000129395259193399,0.883621122270183,0.879748977989019,200,40629180,"886af2debd4f7702c1a55b02ccabecd2247abc039595e8a563c678f93cd30df7",0,0.540281197603479,0.240303260766048,0.86,0,99.2656428735616,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","baseline","target_restricted","restricted","target",430,22,4,0,430.241050136854,0,0.945447146522916,6.97652493308625e-07,0.948580549837821,0.948559059645831,200,244381563,"3884575eaf3f3d9b8c741d1cf4c8cfde264e8e12c28c478abf4395570abe5ada",0,0.265248263047278,0,0.355,0,114.459647537525,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare_read_supported","target_full","full","target",180,60,8,0,180.34335521639,0,0.92351381157027,1.18263727722733e-05,0.935977903270133,0.9356444691989,200,40629180,"6310a7a53beb0615e987711b206aa69038268352c941b7a34226ab9be1db4c7f",0,0.405222817381801,0,0.385,0,72.2751691371339,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare","genome_full","full","genome",334,60,6,0,331.837216430694,0,0.932349593291719,0,0.946154890738431,0.946154890738431,0,210908450,"61a209273924baebdb5aaa881dc0a31622a71c918e8f3e6d321ef2e160a71f37",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare_read_supported","target_restricted","restricted","target",180,22,2,0,183.875272297521,0,0.890183822998149,9.03323706955802e-06,0.895119123944995,0.894852822316241,200,40629180,"509e5403cf61ef27cebef325205c898aeb5ff2bfb59110246c12578c048a5b87",0,0.501912429509553,0,0.455,0,94.0971357628645,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare","target_full","full","target",334,60,9,0,334.557416411729,0,0.952016230443281,0,0.956324479952825,0.956324479952825,0,210908450,"67269fab0a3c80904077c57dbef73990fda0e9d75fda239332592eedcdf50a08",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","baseline","genome_full","full","genome",430,60,8,0,429.888616127643,0,0.952718812374114,0,0.958883504512205,0.958883504512206,200,244381563,"d50e1aa61471028571d05c0687338bd35f7aed4ee4b4e0a11c11e663410f824b",0,0.227002869214973,0,0.07,0,97.353599020754,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","rare","genome_restricted","restricted","genome",334,22,6,105.046282552463,326.655999499889,0.321580753799989,0.885979102866576,0.000189148708791078,0.888565046632456,0.882233533230575,0,210908450,"51a7d559cc3e7ac543df2c0411ffa6ddbcebcfa2f88e2b0e3e007a51484de7f0",,,,,,,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3133G","baseline","target_full","full","target",430,60,6,0,427.071072574162,0,0.956568542171038,0,0.967580352079859,0.967580352079859,200,244381563,"1d6d2493c4388cc404225a8e5ceea3c501a57fcef5a009c5ef8e6d73f5da7d60",0,0.150315910775695,0,0.065,0,65.2797840775673,"3133","HGS",FALSE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","rare_read_supported","target_full","full","target",145,60,14,19.4602705102037,148.13610724503,0.131367502981665,0.884907817065637,1.95343822225385e-05,0.88577109852722,0.8852522938713,200,222991549,"8db9071c26d4a22ad27c0dab59fa37bdc953fb51613f830352de3c32db6d12ba",0,0.400974975343625,0,0.42,0,62.0085551106584,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","baseline","genome_restricted","restricted","genome",303,22,5,66.4748598277549,289.352906867088,0.229736277915776,0.872502098987505,6.96405481544892e-05,0.877915338740798,0.876146759668679,200,119466014,"05483fb5ecbe6adb087b36dbd2abf59ce4f071bb014a49ac9ba4bf326eed4f7d",0,0.435105796137636,0.200797469653115,0.89,0,128.237852353979,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","rare","target_full","full","target",221,60,11,0,221.44491384795,0,0.937534524510453,4.75057085265806e-07,0.938925131602893,0.938913053560562,0,163918919,"91f52462477c1c1613871be9c58d096c996197824e2474928dd9beeb1f6e0e6b",,,,,,,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","rare_read_supported","genome_full","full","genome",145,60,11,0,149.959047623528,0,0.875874356382026,0,0.879538002835887,0.879538002835887,200,222991549,"7d97ff9e6600768d1c9bdd0e0d824b91d9584e0baf6b4429729855afda43c4b3",0,0.230712761315237,0,0.165,0,34.6558845035982,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","rare","target_restricted","restricted","target",221,22,5,0,218.606066619268,0,0.8292183945989,5.38824011789571e-07,0.834807448938016,0.834792041034461,0,163918919,"c1dd0c48add925f9aed93652bc849d8573df57f723b5c0bb275b2ac4fc18d3d7",,,,,,,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","rare_read_supported","genome_restricted","restricted","genome",145,22,6,67.261897504896,145.481589029387,0.462339585054363,0.838718923470343,0.000500680757798604,0.841772798738996,0.827666314175861,200,222991549,"d95caaf10a658219aa92acbb032ed0cf704a2ff48bfdc8e03c5580fbb654f40d",0.096403782765556,0.743004520289085,0.448624085200374,0.98,13.7860005729858,107.206901002215,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","baseline","target_full","full","target",303,60,11,0,303.102318149737,0,0.95002316117375,0,0.955296373207919,0.955296373207919,200,119466014,"c31dbb0a836e48034896ecdeb4d6b803f5e1c98005200dece558b4493616d5bb",0,0.209844641149799,0,0.115,0,63.169876169186,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","rare","genome_full","full","genome",221,60,11,0,221.773512448837,0,0.917106621752143,0,0.919439706390509,0.919439706390509,0,163918919,"20df90709d7cc85b448f369f6dde3fba81488ae9ba94159011edf1b055bf55d8",,,,,,,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","baseline","target_restricted","restricted","target",303,22,4,0,298.788555496642,0,0.891449127003378,7.81331126843265e-09,0.899866145679179,0.89986595228895,200,119466014,"476b9f738d871deba295b5da7a9207d52e35afa48f0b5cded66d1f021c1b7698",0,0.237603605887974,0,0.315,0,73.2210385423162,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","rare","genome_restricted","restricted","genome",221,22,9,69.3674597604105,210.084697293218,0.330188065357247,0.803955522062248,0.000192403298079782,0.804333625385365,0.79860295955139,0,163918919,"41111e05621dcf16bab5cc54f6e71e90410d24bd9c74be24f630de3c1840e869",,,,,,,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
