model_or_reference	run_id	metric	value	unit	denominator	target_file_id	source_path	status	notes
OV3133_R2_P58	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_mean_depth_length_weighted	98.67	x	63514049 bp in 290475 target bins (CNVkit depth column)	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV3133_R2_P58_new/OV3133_R2_P58.targetcoverage.cnn	found	derived here from the retained coverage file; not a pipeline-reported number
OV3133_R2_P58	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_bins_zero_depth	1491	bins	290475 target bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV3133_R2_P58_new/OV3133_R2_P58.targetcoverage.cnn	found	derived here
OV3133_R2_P58	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_call_segments	278	segments		intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV3133_R2_P58_new/OV3133_R2_P58.call.cns	found	
OV3133_R2_P58	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_records	27303	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R2_P58	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_SNPs	16440	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R2_P58	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_indels	9081	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R2_P58	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_MNPs	2159	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R2_P58	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_tstv	1.05	ratio	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R2_P58	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	vcftools_filtered_vcf_PASS_records	654	records	records in mutect2.filtered.vcf.gz		wes/sarek_3.5.1_run/reports/vcftools/mutect2/OV3133_R2_P58/OV3133_R2_P58.mutect2.filtered.FILTER.summary	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_before_filtering	131674126	reads (R1+R2)	all reads in provider BAM converted to FASTQ		wes/sarek_3.5.1_run/reports/fastp/OV3133_R_P71/OV3133_R_P71-5.fastp.json	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_after_filtering	130092362	reads (R1+R2)	reads passing fastp --length_required 15 (adapter trimming disabled)		wes/sarek_3.5.1_run/reports/fastp/OV3133_R_P71/OV3133_R_P71-5.fastp.json	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_q30_rate_after_filtering	0.9211	fraction of bases	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/OV3133_R_P71/OV3133_R_P71-5.fastp.json	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_gc_content_after_filtering	0.4426	fraction	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/OV3133_R_P71/OV3133_R_P71-5.fastp.json	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_duplication_rate	0.1541	fraction of reads	fastp sequence-level estimate before alignment		wes/sarek_3.5.1_run/reports/fastp/OV3133_R_P71/OV3133_R_P71-5.fastp.json	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_insert_size_peak	168	bp	fastp overlap-based estimate		wes/sarek_3.5.1_run/reports/fastp/OV3133_R_P71/OV3133_R_P71-5.fastp.json	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_read_length_mean_R1	100	bp			wes/sarek_3.5.1_run/reports/fastp/OV3133_R_P71/OV3133_R_P71-5.fastp.json	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_raw_total_sequences	130092362	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped	130058016	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped_and_paired	130055222	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_properly_paired	128979420	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_duplicated	31212239	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_MQ0	16762521	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_unmapped	34346	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_error_rate	4.545108e-03	fraction	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_length	100	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_average	224.9	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_standard_deviation	82.2	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_percentage_of_properly_paired_reads_pct	99.1	percent	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_bases_mapped_cigar	13005749941	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_quality	38.1	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.md.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_raw_total_sequences	97326285	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped	97325055	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped_and_paired	97323427	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_properly_paired	96890430	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_duplicated	23845738	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_MQ0	10839068	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_unmapped	1230	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_error_rate	4.086330e-03	fraction	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_length	100	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_average	214.7	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_standard_deviation	75.1	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_percentage_of_properly_paired_reads_pct	99.6	percent	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_bases_mapped_cigar	9716910338	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_quality	34.2	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3133_R_P71/OV3133_R_P71.recal.cram.stats	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_genome	2.79	x	whole reference (3213061797 bp)		wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.summary.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_target	83.14	x	target bases (63709951 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_100x	0.24	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_50x	0.58	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_30x	0.79	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_20x	0.89	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_10x	0.96	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_1x	0.99	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.md.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_genome	2.13	x	whole reference (3092843764 bp)		wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.summary.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_target	83.15	x	target bases (63709444 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_100x	0.24	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_50x	0.58	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_30x	0.79	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_20x	0.89	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_10x	0.96	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_1x	0.99	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3133_R_P71/OV3133_R_P71.recal.mosdepth.region.dist.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	gatk_calculatecontamination_estimate	0.0015181893314937939	fraction	GetPileupSummaries on af-only-gnomad.hg38 sites within calling intervals; tumour-only		wes/sarek_3.5.1_run/variant_calling/mutect2/OV3133_R_P71/OV3133_R_P71.mutect2.contamination.table	found	cross-sample contamination estimate, error=3.4708654402606067E-4; not a stock-authentication result
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_kilby (session 26cf85bf, Slurm 3377445, 2025-10-24, failed at GETPILEUPSUMMARIES TOV3133D_P66)	cnvkit_reads_in_target_bins	59750065	reads	mapped reads in recal BAM (interval-restricted)	cnvkit.reference.target-tmp.bed (242,421 bins)	wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_OV3133_R_P71.53_397412953e1df8497ab40f69c887f2/.command.err	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_kilby (session 26cf85bf, Slurm 3377445, 2025-10-24, failed at GETPILEUPSUMMARIES TOV3133D_P66)	cnvkit_percent_mapped_reads_in_target_bins	61.353	percent	97386956 mapped reads in recal BAM (interval-restricted, so not a genome-wide on-target fraction)	cnvkit.reference.target-tmp.bed (242,421 bins)	wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_OV3133_R_P71.53_397412953e1df8497ab40f69c887f2/.command.err	found	Sarek-internal CNVkit batch (flat reference) task log; recal CRAM excludes off-interval reads, so genome-wide on-target fraction must use md CRAM stats
