model_or_reference	run_id	metric	value	unit	denominator	target_file_id	source_path	status	notes
OV3133_R_P71	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_mean_depth_length_weighted	92.09	x	63514049 bp in 290475 target bins (CNVkit depth column)	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV3133_R_P71_new/OV3133_R_P71.targetcoverage.cnn	found	derived here from the retained coverage file; not a pipeline-reported number
OV3133_R_P71	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_bins_zero_depth	1492	bins	290475 target bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV3133_R_P71_new/OV3133_R_P71.targetcoverage.cnn	found	derived here
OV3133_R_P71	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_call_segments	254	segments		intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV3133_R_P71_new/OV3133_R_P71.call.cns	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_records	22442	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_SNPs	14221	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_indels	7449	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_MNPs	1094	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_tstv	1.09	ratio	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
OV3133_R_P71	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	vcftools_filtered_vcf_PASS_records	686	records	records in mutect2.filtered.vcf.gz		wes/sarek_3.5.1_run/reports/vcftools/mutect2/OV3133_R_P71/OV3133_R_P71.mutect2.filtered.FILTER.summary	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_before_filtering	117934716	reads (R1+R2)	all reads in provider BAM converted to FASTQ		wes/sarek_3.5.1_run/reports/fastp/OV3291_P46/OV3291_P46-7.fastp.json	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_after_filtering	115531530	reads (R1+R2)	reads passing fastp --length_required 15 (adapter trimming disabled)		wes/sarek_3.5.1_run/reports/fastp/OV3291_P46/OV3291_P46-7.fastp.json	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_q30_rate_after_filtering	0.9211	fraction of bases	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/OV3291_P46/OV3291_P46-7.fastp.json	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_gc_content_after_filtering	0.4532	fraction	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/OV3291_P46/OV3291_P46-7.fastp.json	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_duplication_rate	0.1059	fraction of reads	fastp sequence-level estimate before alignment		wes/sarek_3.5.1_run/reports/fastp/OV3291_P46/OV3291_P46-7.fastp.json	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_insert_size_peak	167	bp	fastp overlap-based estimate		wes/sarek_3.5.1_run/reports/fastp/OV3291_P46/OV3291_P46-7.fastp.json	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_read_length_mean_R1	100	bp			wes/sarek_3.5.1_run/reports/fastp/OV3291_P46/OV3291_P46-7.fastp.json	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_raw_total_sequences	115531530	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped	115399237	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped_and_paired	115394372	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_properly_paired	114302202	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_duplicated	17958428	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_MQ0	14961655	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_unmapped	132293	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_error_rate	4.808301e-03	fraction	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_length	100	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_average	248.8	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_standard_deviation	102.7	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_percentage_of_properly_paired_reads_pct	98.9	percent	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_bases_mapped_cigar	11541359252	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_quality	38.2	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.md.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_raw_total_sequences	79842967	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped	79841184	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped_and_paired	79838810	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_properly_paired	79467524	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_duplicated	12572625	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_MQ0	8910208	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_unmapped	1783	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_error_rate	4.095373e-03	fraction	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_length	100	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_average	233.8	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_standard_deviation	92.6	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_percentage_of_properly_paired_reads_pct	99.5	percent	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_bases_mapped_cigar	7967393415	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_quality	33.7	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV3291_P46/OV3291_P46.recal.cram.stats	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_genome	2.78	x	whole reference (3213353463 bp)		wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.summary.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_target	76.23	x	target bases (63709951 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_100x	0.19	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_50x	0.57	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_30x	0.81	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_20x	0.91	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_10x	0.96	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_1x	0.99	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.md.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_genome	1.97	x	whole reference (3092843764 bp)		wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.recal.mosdepth.summary.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_target	76.23	x	target bases (63709444 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.recal.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_100x	0.19	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.recal.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_50x	0.57	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.recal.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_30x	0.81	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.recal.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_20x	0.91	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.recal.mosdepth.region.dist.txt	found	
OV3291_P46	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_10x	0.96	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV3291_P46/OV3291_P46.recal.mosdepth.region.dist.txt	found	
