kind,returned_path,bytes,sha256,comparator_count,all_comparators_match,comparator_paths,comparator_checksum_evidence
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3133_R2_P58.antitargetcoverage.cnn,1745731,c35a2ed597e546381ff13c815daae0c25688f37e81959cf012654c7dec38f08f,1,True,judy_archive/data/cnvkit wes - new/OV3133_R2_P58_new/OV3133_R2_P58.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3133_R2_P58.targetcoverage.cnn,18502858,ac070c20cf5af208cc12041b6b6bf806177fa2bd798fb6ca420cf30e07d158bb,1,True,judy_archive/data/cnvkit wes - new/OV3133_R2_P58_new/OV3133_R2_P58.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3133_R_P71.antitargetcoverage.cnn,1745732,20c9242cffde9f201523d65ef9f6129bdf89cf9eb2d2b827a6ff724935c668e2,2,True,judy_archive/data/cnvkit wes - new/All samples/OV3133_R_P71_new/OV3133_R_P71.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/OV3133_R_P71_new/OV3133_R_P71.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3133_R_P71.targetcoverage.cnn,18502173,39b3cf80e7137f201618acce256d5602defde6e9926dc3f9f8255813580c1f16,2,True,judy_archive/data/cnvkit wes - new/All samples/OV3133_R_P71_new/OV3133_R_P71.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/OV3133_R_P71_new/OV3133_R_P71.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3291_P46.antitargetcoverage.cnn,1745735,fd882a1a054ae1041590012f072085f743e28546e8c8a945a01b00fee2aea58a,1,True,judy_archive/data/cnvkit wes - new/OV3291_P46_new/OV3291_P46.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3291_P46.targetcoverage.cnn,18502725,e2326f217cb5eef134a5a951abe7926af4b6e2a935a1d2305c393f1833986b9e,1,True,judy_archive/data/cnvkit wes - new/OV3291_P46_new/OV3291_P46.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3331_P54.antitargetcoverage.cnn,1745730,f4065890a1315a124138b79fb2fd8d56a11f311e41456ed94c04c439c56286cc,2,True,judy_archive/data/cnvkit wes - new/All samples/OV3331_P54_new/OV3331_P54.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/OV3331_P54_new/OV3331_P54.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV3331_P54.targetcoverage.cnn,18501230,07822d8a3d34205b3a42cd5a8634e0247f1a6ba8a37fc6ffff6275dd84cb1bdf,2,True,judy_archive/data/cnvkit wes - new/All samples/OV3331_P54_new/OV3331_P54.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/OV3331_P54_new/OV3331_P54.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV90_P63.antitargetcoverage.cnn,1745731,ec1137448e506cd47bb883a78e2db3b6eb61c9b0c14b8daaaf5975dd31da93f1,2,True,judy_archive/data/cnvkit wes - new/All samples/OV90_P63_new/OV90_P63.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/OV90_P63_new/OV90_P63.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/OV90_P63.targetcoverage.cnn,18502159,29100f7de5be32f5ce9451a1228f0792089437742259dbecc690cdae90172aa3,2,True,judy_archive/data/cnvkit wes - new/All samples/OV90_P63_new/OV90_P63.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/OV90_P63_new/OV90_P63.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV112D_P83.antitargetcoverage.cnn,1745734,84a289656fbf03850ddd2a44dc184630a662f59d9f28de4a0c889a57e6f05fd1,2,True,judy_archive/data/cnvkit wes - new/All samples/TOV112D_P83_new/TOV112D_P83.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/EC/TOV112D_P83_new/TOV112D_P83.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV112D_P83.targetcoverage.cnn,18502080,175d943434f76c7f05d3a197bf283aa9367b299f5348bb7c8a87265a0611447f,2,True,judy_archive/data/cnvkit wes - new/All samples/TOV112D_P83_new/TOV112D_P83.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/EC/TOV112D_P83_new/TOV112D_P83.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV1369_P65.antitargetcoverage.cnn,1745733,dd4845e45755072b747567bba95e8c7e3d7d0ea749c6e0726ec057620d1a3158,2,True,judy_archive/data/cnvkit wes - new/All samples/TOV1369_P65_new/TOV1369_P65.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/TOV1369_P65_new/TOV1369_P65.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV1369_P65.targetcoverage.cnn,18499888,74244528aa46587f333c50d36f649deba628c1239edcaef8e849b931e99c9009,2,True,judy_archive/data/cnvkit wes - new/All samples/TOV1369_P65_new/TOV1369_P65.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/TOV1369_P65_new/TOV1369_P65.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV21G_P59.antitargetcoverage.cnn,1745733,1ac5749964de62edc4fad6e03f013f24687f86daafdbbfbad44e8575dd6835e3,2,True,judy_archive/data/cnvkit wes - new/CC/TOV21G_P59_new/TOV21G_P59.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/All samples/TOV21G_P59_new/TOV21G_P59.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV21G_P59.targetcoverage.cnn,18502985,fdc8f11e44bf95c79eadb9595bbca7becbbe19c5685700d41c14b5b62fc1dc09,2,True,judy_archive/data/cnvkit wes - new/CC/TOV21G_P59_new/TOV21G_P59.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/All samples/TOV21G_P59_new/TOV21G_P59.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2295_R_P57.antitargetcoverage.cnn,1745733,c4751feb16fe60084c33779bef7177eb2be2998407cb223eb247fc0a41f75621,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV2295_R_P57_new/TOV2295_R_P57.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2295_R_P57.targetcoverage.cnn,18501957,e98a2b474cecfa6c6de4f2bebd5abb53f4b0e6d3eabb8f0203b011b92667a882,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV2295_R_P57_new/TOV2295_R_P57.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2414_P65.antitargetcoverage.cnn,1745731,3eec861e06b42834e2a97fb98d2fb37ffbb61ae1f874a22d41fdb3768c310b27,1,True,judy_archive/data/cnvkit wes - new/All samples/TOV2414_P65_new/TOV2414_P65.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2414_P65.targetcoverage.cnn,18501590,1d22616db9431203ee9d0dfd3aebe5239b238aa7d4a1fee957564be51f1153d4,1,True,judy_archive/data/cnvkit wes - new/All samples/TOV2414_P65_new/TOV2414_P65.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2835EP_P64.antitargetcoverage.cnn,1745732,72e4212f2d24aa2ecb482f6ed95b8cf7fd10a57276b05873bf070fe20f7fdc39,1,True,judy_archive/data/cnvkit wes - new/TOV2835EP_P64_new/TOV2835EP_P64.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2835EP_P64.targetcoverage.cnn,18500855,467a3d8108225002a4f0adab3b300807e6c1a096e64d1d40be2ceddf59ef55fc,1,True,judy_archive/data/cnvkit wes - new/TOV2835EP_P64_new/TOV2835EP_P64.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2881EP_P64.antitargetcoverage.cnn,1745733,53fc7dead06cbf756870c559a9916640096d007cf08f0e11325106591b4bb75c,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV2881EP_P64_new/TOV2881EP_P64.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2881EP_P64.targetcoverage.cnn,18501912,5fe9cebc22f80d86b6e93c997ac3f83f1a77350e9432a89b4d62250c8e2131f8,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV2881EP_P64_new/TOV2881EP_P64.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2929D_P57.antitargetcoverage.cnn,1745733,c86e8ae8b4f0263b95472ae7fb1bb58a2d1dc3fe348941e0f143bf11c4009a10,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV2929D_P57_new/TOV2929D_P57.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV2929D_P57.targetcoverage.cnn,18501824,4c23d6d613ec8b5254477b4af07e986fc16775d23402fd3ac607764d3df2fc48,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV2929D_P57_new/TOV2929D_P57.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3121D_P68.antitargetcoverage.cnn,1745733,de9f2bfe3db450f220ce501017548d8f534ca4e359764af29e1be2e0e5472f17,1,True,judy_archive/data/cnvkit wes - new/TOV3121D_P68_new/TOV3121D_P68.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3121D_P68.targetcoverage.cnn,18501065,e8950fc2a5191c8e402b9c328a19442c95ef767d35265325863da65c149b2166,1,True,judy_archive/data/cnvkit wes - new/TOV3121D_P68_new/TOV3121D_P68.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3121EP_P68.antitargetcoverage.cnn,1745732,0d6137268911f3d48c214faa38389a416d37899eb633db939cc2e0f060c3e393,1,True,judy_archive/data/cnvkit wes - new/TOV3121EP_P68_new/TOV3121EP_P68.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3121EP_P68.targetcoverage.cnn,18501893,6b62f8387f4c2c58e20385c6b64ecf52e352a7e076a66b8e0ce28bb49e1c5552,1,True,judy_archive/data/cnvkit wes - new/TOV3121EP_P68_new/TOV3121EP_P68.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3133D_P66.antitargetcoverage.cnn,1745732,414086d612e1d2acdb69f795e43a358ef42fa4eb0d92d2cb11f019f6c3de90a2,1,True,judy_archive/data/cnvkit wes - new/TOV3133D_P66_new/TOV3133D_P66.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3133D_P66.targetcoverage.cnn,18501821,aa69490e7f318e1e014487fa0f08aaefd82238bc1f60aa42a605d3f9cc28debd,1,True,judy_archive/data/cnvkit wes - new/TOV3133D_P66_new/TOV3133D_P66.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3133G_P65.antitargetcoverage.cnn,1745731,6e2e6e25f3f33fe627ffa87a4b1aeb616809c09a3ed3e2798c56d43cea527299,2,True,judy_archive/data/cnvkit wes - new/All samples/TOV3133G_P65_new/TOV3133G_P65.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/TOV3133G_P65_new/TOV3133G_P65.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3133G_P65.targetcoverage.cnn,18501949,1e5da11a6f048e8c25640b17a00b9591b33b31009cbed3300d1d2a5ffd16f8fa,2,True,judy_archive/data/cnvkit wes - new/All samples/TOV3133G_P65_new/TOV3133G_P65.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/HGS/TOV3133G_P65_new/TOV3133G_P65.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3392D_P69.antitargetcoverage.cnn,1745734,6b82da16dac34020d5f40a8aada41ed51584003e6d73d80fe80754cca629fb14,2,True,judy_archive/data/cnvkit wes - new/CC/TOV3392D_P69_new/TOV3392D_P69.antitargetcoverage.cnn | judy_archive/data/cnvkit wes - new/All samples/TOV3392D_P69_new/TOV3392D_P69.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV3392D_P69.targetcoverage.cnn,18502622,f67d92e21ac2b7aae898db1fdababba888333e5719a75d40f8561401b5a6406b,2,True,judy_archive/data/cnvkit wes - new/CC/TOV3392D_P69_new/TOV3392D_P69.targetcoverage.cnn | judy_archive/data/cnvkit wes - new/All samples/TOV3392D_P69_new/TOV3392D_P69.targetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV81D_P23.antitargetcoverage.cnn,1745733,e8f50caa2fcaf3341dcdb1a19f636a6b539a6fc6dbbf418e89ed95157b3ec0f9,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV81D_P23_new/TOV81D_P23.antitargetcoverage.cnn,current file bytes
archived_model_CNN,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/models/TOV81D_P23.targetcoverage.cnn,18502272,fde9959ff24e45d8d57cbf53e6f674f8b57b5e11756d70d8276d3d0bd868005b,1,True,judy_archive/data/cnvkit wes - new/20251208 - new samples/TOV81D_P23_new/TOV81D_P23.targetcoverage.cnn,current file bytes
normal_CNN_historical_inventory,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/normals/SRR4039087.sorted.antitargetcoverage.cnn,2240395,42eb9e52469bf4997f52c67a629e3fec17d1af9eaef73592c572c708bb7a1ee2,23,True,/project/6090753/active/ovcan_gq_analysis/cnvkit/OV1369_R2_P66_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV2085_P64_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV2295_P61_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV2295_R2_P70_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3133_R2_P58_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3133_R_P71_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3291_P46_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3331_P54_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV90_P63_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV112D_P83_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV1369_P65_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV21G_P59_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2295_R_P57_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2414_P65_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2835EP_P64_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2881EP_P64_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2929D_P57_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3121D_P68_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3121EP_P68_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3133D_P66_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3133G_P65_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3392D_P69_new/SRR4039087.sorted.antitargetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV81D_P23_new/SRR4039087.sorted.antitargetcoverage.cnn,computed 2026-09-05 on the copy (cp -p/rsync -t preserve mtime); original not re-hashed
normal_CNN_historical_inventory,data/cluster_wes_retrieval/2026-09-06/ovcan_human_wes_cnv_coverage_2026-09-06/normals/SRR4039087.sorted.targetcoverage.cnn,18164074,1e12a7b4427c7c1173bdcf4f00ee26d17cb3983ac87522e469770f1fa363f162,23,True,/project/6090753/active/ovcan_gq_analysis/cnvkit/OV1369_R2_P66_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV2085_P64_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV2295_P61_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV2295_R2_P70_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3133_R2_P58_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3133_R_P71_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3291_P46_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV3331_P54_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/OV90_P63_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV112D_P83_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV1369_P65_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV21G_P59_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2295_R_P57_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2414_P65_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2835EP_P64_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2881EP_P64_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV2929D_P57_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3121D_P68_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3121EP_P68_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3133D_P66_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3133G_P65_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3392D_P69_new/SRR4039087.sorted.targetcoverage.cnn | /project/6090753/active/ovcan_gq_analysis/cnvkit/TOV81D_P23_new/SRR4039087.sorted.targetcoverage.cnn,computed 2026-09-05 on the copy (cp -p/rsync -t preserve mtime); original not re-hashed
